berk,cansu,yagmur
0,0,0
0,0,0
0,0,0
0,0,58
0,0,65
0,0,69
11,0,69
33,0,69
38,5,69
52,37,69
62,53,69
66,53,69
66,53,69
66,53,69
66,53,69
66,53,69
66,53,69
66,53,69
66,53,69
70,53,69
78,53,69
80,53,69
80,53,69
80,53,69
80,53,69
80,53,69
80,53,69
80,53,69
80,53,69
80,50,69
80,44,69
80,43,69
80,53,69
80,53,69
80,54,69
86,65,74
84,66,85
84,66,89
84,67,89
84,66,89
84,70,89
84,83,89
84,84,89
84,84,89
84,84,89
84,84,85
84,84,95
84,84,97
79,84,97
25,84,97
-3,84,97
-11,84,97
-12,84,97
-12,84,99
-12,84,100
-13,96,100
-14,99,100
-14,99,100
-14,100,100
-3,100,100
33,100,100
49,100,100
53,100,100
53,100,100
53,100,100
53,96,100
53,74,100
53,51,100
53,38,100
53,29,100
53,26,100
53,26,100
53,26,100
53,26,100
53,26,100
53,26,100
53,26,100
53,23,100
53,15,100
53,13,100
53,12,100
53,12,100
53,12,100
53,12,100
53,12,100
53,12,99
53,12,91
53,12,91
53,15,90
53,24,88
53,27,88
53,27,88
53,26,88
53,26,88
53,26,88
53,26,88
53,26,88
53,26,88
53,26,88
53,26,88
53,26,88
53,26,88
53,37,88
56,38,88
63,12,88
63,14,88
63,11,90
63,4,100
73,0,100
65,0,100
64,0,100
64,0,100
64,0,100
64,11,100
64,13,100
64,13,100
64,13,100
64,22,100
64,26,100
64,26,100
47,26,100
39,26,100
38,26,100
38,26,100
38,27,100
38,27,100
38,26,100
38,26,100
38,26,100
27,26,100
18,26,100
15,26,100
12,26,100
-12,26,98
-17,26,94
-17,26,96
-17,26,96
-17,26,96
-17,26,96
-17,26,83
-17,26,62
-17,26,45
-17,26,45
-17,23,45
-17,6,45
-17,6,45
-17,-1,45
-17,0,45
-17,0,45
-18,0,45
-26,0,45
-26,10,41
-26,13,40
-26,13,40
-26,13,40
-26,13,40
-26,13,40
-26,13,40
-26,13,40
-26,13,40
-26,13,40
-26,13,40
-26,13,40
-26,13,40
-26,19,40
-26,27,40
-26,27,40
-26,27,40
-26,27,40
-26,27,40
-26,23,40
-26,-6,40
-26,-25,40
-26,-26,40
